"committee","motiondate","motionname_ch","motionname_en","mover","movertype","motionresult","andrewleung","jamesto","leungyiuchung","abrahamshek","tommycheung","josephlee","jeffreylam","wongtingkwong","starrylee","chanhakkan","chankinpor","priscillaleung","wongkwokkin","reginaip","paultse","leungkwokhung","claudiamo","michaeltien","stevenho","frankieyick","wuchiwai","yiusiwing","mafungkwok","charlespetermok","chanchichuen","chanhanpan","leungchecheung","kennethleung","alicemak","kwokkaki","kwokwaikeung","denniskwok","christophercheung","fernandocheung","helenawong","ipkinyuen","elizabethquat","martinliao","poonsiuping","chianglaiwan","lowaikwok","chungkwokpan","alvinyeung","andrewwan","chuhoidick","jimmyng","juniusho","hokaiming","lamcheukting","holdenchow","shiukafai","shiukachun","wilsonor","yunghoiyan","pierrechan","chanchunying","tanyachan","cheungkwokkwan","huichifung","lukchunghung","laukwokfan","kennethlau","chengchungtai","kwongchunyu","jeremytam","nathanlaw","yiuchungyim","lausiulai","sixtusleung","yauwaiching","garyfan","aunokhin","vincentcheng","tonytse","chanhoiyan","eddiechu"
"council",2018-05-10,"《2018年撥款條例草案》 - 全體委員會審議 - 總目151的修正案 (修正案編號51)","appropriation bill 2018 - consideration by committee of the whole council - amendment to head 151 (amendment no. 51)","chuhoidick","member","negatived","present","absent","yes","no","no","absent","no","no","no","no","no","no","no","no","absent",NA,"yes","no","no","no","absent","no","no","no","absent","no","no","no","absent","abstain","no","absent","no","absent","no","absent","no","no","no","no","no","no","absent","absent","yes","no","no","no","no","no","no","abstain","no","no","abstain","no","abstain","no","no","no","no","no","yes","absent","abstain",NA,NA,NA,NA,NA,"abstain","yes","no","no",NA,NA
"council",2018-05-10,"《2018年撥款條例草案》 - 全體委員會審議 - 總目151的修正案 (修正案編號52)","appropriation bill 2018 - consideration by committee of the whole council - amendment to head 151 (amendment no. 52)","chengchungtai","member","negatived","present","absent","yes","no","no","absent","no","no","no","no","no","no","no","no","absent",NA,"absent","no","no","no","absent","no","no","abstain","yes","no","no","abstain","absent","yes","no","absent","no","absent","no","absent","no","no","no","no","no","no","absent","absent","yes","no","no","no","no","no","no","abstain","no","no","abstain","no","yes","no","no","no","no","no","yes","absent","yes",NA,NA,NA,NA,NA,"yes","yes","no","no",NA,NA
"council",2018-05-10,"《2018年撥款條例草案》 - 全體委員會審議 - 總目152的修正案 (修正案編號53)","appropriation bill 2018 - consideration by committee of the whole council - amendment to head 152 (amendment no. 53)","claudiamo","member","negatived","present","absent","absent","no","no","absent","no","no","no","no","no","no","no","no","absent",NA,"yes","no","no","no","absent","no","no","yes","yes","no","no","yes","absent","yes","no","absent","no","absent","abstain","absent","no","no","no","no","no","no","absent","absent","yes","no","no","no","abstain","no","no","yes","no","no","yes","no","yes","no","abstain","no","no","no","yes","absent","yes",NA,NA,NA,NA,NA,"yes","yes","no","no",NA,NA
"council",2018-05-10,"《2018年撥款條例草案》 - 全體委員會審議 - 總目156的修正案 (修正案編號54)","appropriation bill 2018 - consideration by committee of the whole council - amendment to head 156 (amendment no. 54)","aunokhin","member","negatived","present","absent","absent","no","no","absent","no","no","no","no","no","no","no","no","absent",NA,"yes","no","no","no","absent","no","no","abstain","yes","no","no","abstain","absent","yes","no","absent","no","absent","abstain","absent","no","no","no","no","no","no","absent","absent","yes","no","no","no","abstain","no","no","yes","no","no","no","no","yes","no","abstain","no","no","no","yes","absent","yes",NA,NA,NA,NA,NA,"yes","yes","no","no",NA,NA
"council",2018-05-10,"《2018年撥款條例草案》 - 全體委員會審議 - 總目156的修正案 (修正案編號55)","appropriation bill 2018 - consideration by committee of the whole council - amendment to head 156 (amendment no. 55)","chengchungtai","member","negatived","present","absent","absent","no","no","absent","no","no","no","no","no","no","no","no","absent",NA,"yes","no","no","absent","absent","no","no","abstain","yes","no","no","abstain","absent","yes","no","absent","no","absent","abstain","absent","no","no","no","no","no","no","absent","absent","yes","no","no","no","abstain","no","no","abstain","no","no","yes","no","yes","no","abstain","no","no","no","yes","absent","yes",NA,NA,NA,NA,NA,"yes","yes","no","no",NA,NA
"council",2018-05-10,"《2018年撥款條例草案》 - 全體委員會審議 - 總目156的修正案 (修正案編號56)","appropriation bill 2018 - consideration by committee of the whole council - amendment to head 156 (amendment no. 56)","huichifung","member","negatived","present","absent","absent","no","absent","absent","no","no","no","no","absent","no","no","no","absent",NA,"yes","no","no","no","yes","no","no","yes","yes","no","no","yes","absent","yes","no","absent","no","absent","yes","absent","no","no","no","no","no","no","absent","absent","yes","no","no","no","yes","no","no","yes","no","no","abstain","no","yes","no","yes","no","no","no","yes","absent","yes",NA,NA,NA,NA,NA,"yes","yes","no","no",NA,NA
"council",2018-05-10,"《2018年撥款條例草案》 - 全體委員會審議 - 總目156的修正案 (修正案編號57)","appropriation bill 2018 - consideration by committee of the whole council - amendment to head 156 (amendment no. 57)","aunokhin","member","negatived","present","absent","absent","no","no","absent","no","no","no","no","no","no","no","no","absent",NA,"yes","no","no","no","abstain","no","no","yes","yes","no","no","abstain","absent","yes","no","absent","no","absent","abstain","absent","no","no","no","no","no","no","absent","absent","yes","no","no","no","abstain","no","no","yes","no","no","no","no","yes","no","abstain","no","no","no","yes","absent","yes",NA,NA,NA,NA,NA,"yes","yes","no","no",NA,NA
"council",2018-05-10,"《2018年撥款條例草案》 - 全體委員會審議 - 總目158的修正案 (修正案編號58)","appropriation bill 2018 - consideration by committee of the whole council - amendment to head 158 (amendment no. 58)","aunokhin","member","negatived","present","absent","absent","no","no","absent","no","no","no","no","no","no","no","no","absent",NA,"yes","no","no","no","abstain","no","no","no","yes","no","no","no","absent","abstain","no","absent","no","absent","abstain","absent","no","no","no","no","no","no","absent","absent","yes","no","no","no","absent","no","no","abstain","no","no","abstain","no","abstain","no","abstain","no","no","no","yes","absent","abstain",NA,NA,NA,NA,NA,"yes","yes","no","no",NA,NA
"council",2018-05-10,"《2018年撥款條例草案》 - 全體委員會審議 - 總目159的修正案 (修正案編號59)","appropriation bill 2018 - consideration by committee of the whole council - amendment to head 159 (amendment no. 59)","chanchichuen","member","negatived","present","absent","absent","no","no","absent","no","no","no","no","no","no","no","no","absent",NA,"yes","no","no","no","abstain","no","no","abstain","yes","no","no","abstain","absent","abstain","no","absent","no","absent","abstain","absent","no","no","no","no","no","no","absent","absent","yes","no","no","no","abstain","no","no","abstain","no","no","no","no","abstain","no","abstain","no","no","no","yes","absent","abstain",NA,NA,NA,NA,NA,"yes","yes","no","no",NA,NA
"council",2018-05-10,"《2018年撥款條例草案》 - 全體委員會審議 - 總目162的修正案 (修正案編號60)","appropriation bill 2018 - consideration by committee of the whole council - amendment to head 162 (amendment no. 60)","chanchichuen","member","negatived","present","absent","absent","no","no","absent","no","no","no","no","no","no","no","no","absent",NA,"yes","no","no","no","abstain","no","no","yes","yes","no","no","abstain","absent","yes","no","absent","no","absent","abstain","absent","no","no","no","no","no","no","absent","absent","yes","no","no","no","abstain","no","no","abstain","no","no","yes","no","yes","no","abstain","no","no","no","yes","absent","yes",NA,NA,NA,NA,NA,"yes","yes","no","no",NA,NA
"council",2018-05-10,"《2018年撥款條例草案》 - 全體委員會審議 - 總目163的修正案 (修正案編號61)","appropriation bill 2018 - consideration by committee of the whole council - amendment to head 163 (amendment no. 61)","aunokhin","member","negatived","present","absent","absent","no","no","absent","no","no","no","no","no","no","no","no","absent",NA,"yes","no","no","no","no","no","no","no","yes","no","no","no","no","abstain","no","absent","no","absent","no","absent","no","no","no","no","no","no","absent","absent","yes","no","no","no","no","no","no","yes","no","no","no","no","abstain","no","no","no","no","no","yes","absent","abstain",NA,NA,NA,NA,NA,"abstain","abstain","no","no",NA,NA
"council",2018-05-10,"《2018年撥款條例草案》 - 全體委員會審議 - 總目170的修正案 (修正案編號62)","appropriation bill 2018 - consideration by committee of the whole council - amendment to head 170 (amendment no. 62)","financialsecretary","publicofficer","passed","present","absent","absent","yes","yes","absent","yes","yes","yes","yes","yes","yes","yes","absent","absent",NA,"yes","no","yes","yes","yes","yes","no","yes","abstain","yes","yes","yes","yes","yes","yes","absent","yes","absent","yes","absent","yes","no","yes","yes","yes","yes","absent","absent","absent","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","absent","yes",NA,NA,NA,NA,NA,"absent","absent","yes","yes",NA,NA
"council",2018-05-10,"《2018年撥款條例草案》 - 全體委員會審議 - 總目173的修正案 (修正案編號63)","appropriation bill 2018 - consideration by committee of the whole council - amendment to head 173 (amendment no. 63)","financialsecretary","publicofficer","passed","present","absent","absent","yes","yes","absent","yes","yes","yes","yes","yes","yes","yes","yes","absent",NA,"absent","no","yes","yes","yes","yes","yes","yes","abstain","yes","yes","absent","yes","yes","yes","absent","yes","absent","yes","absent","yes","yes","yes","yes","yes","yes","absent","absent","absent","yes","yes","yes","yes","yes","yes","absent","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","absent","yes",NA,NA,NA,NA,NA,"absent","absent","yes","yes",NA,NA
"council",2018-05-10,"《2018年撥款條例草案》 - 全體委員會審議 - 總目186的修正案 (修正案編號64)","appropriation bill 2018 - consideration by committee of the whole council - amendment to head 186 (amendment no. 64)","chanchichuen","member","negatived","present","absent","absent","no","no","absent","no","no","no","no","no","no","no","no","absent",NA,"yes","no","no","no","no","no","no","yes","yes","no","no","abstain","no","abstain","no","absent","no","absent","no","absent","no","no","no","no","no","no","absent","absent","yes","no","no","no","no","no","no","yes","no","no","abstain","no","abstain","no","no","no","no","no","yes","absent","abstain",NA,NA,NA,NA,NA,"abstain","abstain","no","no",NA,NA
"council",2018-05-10,"《2018年撥款條例草案》 - 全體委員會審議 - 總目188的修正案 (修正案編號65)","appropriation bill 2018 - consideration by committee of the whole council - amendment to head 188 (amendment no. 65)","chanchichuen","member","negatived","present","absent","absent","no","no","absent","no","no","no","no","no","no","no","no","absent",NA,"yes","no","no","no","abstain","no","no","abstain","yes","no","no","abstain","no","yes","no","absent","no","absent","absent","absent","no","no","no","no","no","no","absent","absent","yes","no","no","no","abstain","no","no","abstain","no","no","absent","no","yes","no","abstain","no","no","no","yes","absent","yes",NA,NA,NA,NA,NA,"abstain","abstain","no","no",NA,NA
"council",2018-05-10,"《2018年撥款條例草案》 - 全體委員會審議 - 總目190的修正案 (修正案編號66)","appropriation bill 2018 - consideration by committee of the whole council - amendment to head 190 (amendment no. 66)","aunokhin","member","negatived","present","absent","absent","no","no","absent","no","no","no","no","no","absent","no","no","absent",NA,"yes","no","no","no","abstain","no","no","no","yes","no","no","no","no","yes","no","absent","no","absent","abstain","absent","no","no","no","no","no","no","absent","absent","yes","no","no","no","abstain","no","no","yes","no","no","absent","no","yes","no","abstain","no","no","no","yes","absent","yes",NA,NA,NA,NA,NA,"yes","yes","no","no",NA,NA
"council",2018-05-10,"《2018年撥款條例草案》 - 全體委員會審議 - 總目194的修正案 (修正案編號67)","appropriation bill 2018 - consideration by committee of the whole council - amendment to head 194 (amendment no. 67)","garyfan","member","negatived","present","absent","absent","no","no","absent","no","no","no","no","no","no","no","no","absent",NA,"yes","no","no","no","abstain","no","no","no","yes","no","no","no","no","abstain","no","absent","no","absent","abstain","absent","no","no","no","no","no","no","absent","absent","yes","no","no","no","abstain","no","no","yes","no","no","absent","no","abstain","no","abstain","no","no","no","yes","absent","abstain",NA,NA,NA,NA,NA,"yes","absent","no","no",NA,NA
"council",2018-05-10,"《2018年撥款條例草案》 - 全體委員會審議 - 總目21、22、28、30、33、44、47、49、51、53、55、60、70、72、74、76、79、82、90、91、92、96、118、122、135、137、138、139、141至144、148、151、152、156、158、159、162、163、186、188、190及194的款額納入附表","appropriation bill 2018 - consideration by committee of the whole council - the sums for heads 21, 22, 28, 30, 33, 44, 47, 49, 51, 53, 55, 60, 70, 72, 74, 76, 79, 82, 90, 91, 92, 96, 118, 122, 135, 137, 138, 139, 141 to 144, 148, 151, 152, 156, 158, 159, 162, 163, 186, 188, 190 and 194 stand part of the schedule","financialsecretary","publicofficer","passed","present","abstain","absent","absent","yes","absent","absent","yes","yes","yes","yes","yes","absent","yes","absent",NA,"absent","absent","yes","absent","abstain","absent","absent","absent","no","absent","yes","yes","absent","no","absent","no","yes","absent","absent","absent","yes","yes","yes","absent","absent","yes","absent","absent","absent","yes","absent","absent","absent","yes","absent","absent","yes","yes","absent","yes","no","yes","absent","absent","absent","absent","absent","absent","absent",NA,NA,NA,NA,NA,"no","absent","absent","yes",NA,NA
